DateTime, Value
7/28/2017 03:00:00, 90
7/28/2017 04:00:00, 93
7/28/2017 05:00:00, 95
7/28/2017 06:00:00, 93
7/28/2017 07:00:00, 80
7/28/2017 08:00:00, 68
7/28/2017 09:00:00, 57
7/28/2017 10:00:00, 42
7/28/2017 11:00:00, 38
7/28/2017 12:00:00, 36
7/28/2017 13:00:00, 36
7/28/2017 14:00:00, 36
7/28/2017 15:00:00, 38
7/28/2017 16:00:00, 34
7/28/2017 17:00:00, 34
7/28/2017 18:00:00, 34
7/28/2017 19:00:00, 34
7/28/2017 20:00:00, 36
7/28/2017 21:00:00, 39
7/28/2017 22:00:00, 43
7/28/2017 23:00:00, 51
7/29/2017 00:00:00, 58
7/29/2017 01:00:00, 65
7/29/2017 02:00:00, 76
7/29/2017 03:00:00, 85
7/29/2017 04:00:00, 88
7/29/2017 05:00:00, 89
7/29/2017 06:00:00, 85
7/29/2017 07:00:00, 82
7/29/2017 08:00:00, 82
7/29/2017 09:00:00, 66
7/29/2017 10:00:00, 57
7/29/2017 11:00:00, 50
7/29/2017 12:00:00, 45
7/29/2017 13:00:00, 43
7/29/2017 14:00:00, 39
7/29/2017 15:00:00, 37
7/29/2017 16:00:00, 39
7/29/2017 17:00:00, 44
7/29/2017 18:00:00, 59
7/29/2017 19:00:00, 60
7/29/2017 20:00:00, 57
7/29/2017 21:00:00, 65
7/29/2017 22:00:00, 74
7/29/2017 23:00:00, 77
7/30/2017 00:00:00, 78
7/30/2017 01:00:00, 87
7/30/2017 02:00:00, 99
7/30/2017 03:00:00, 99
7/30/2017 04:00:00, 99
7/30/2017 05:00:00, 99
7/30/2017 06:00:00, 98
7/30/2017 07:00:00, 99
7/30/2017 08:00:00, 100
7/30/2017 09:00:00, 100
7/30/2017 10:00:00, 100
7/30/2017 11:00:00, 100
7/30/2017 12:00:00, 100
7/30/2017 13:00:00, 100
7/30/2017 14:00:00, 97
7/30/2017 15:00:00, 91
7/30/2017 16:00:00, 89
7/30/2017 17:00:00, 86
7/30/2017 18:00:00, 82
7/30/2017 19:00:00, 83
7/30/2017 20:00:00, 86
7/30/2017 21:00:00, 86
7/30/2017 22:00:00, 88
7/30/2017 23:00:00, 90
7/31/2017 00:00:00, 96
7/31/2017 01:00:00, 97
7/31/2017 02:00:00, 98
7/31/2017 03:00:00, 97
7/31/2017 04:00:00, 98
7/31/2017 05:00:00, 100
7/31/2017 06:00:00, 88
7/31/2017 07:00:00, 74
7/31/2017 08:00:00, 70
7/31/2017 09:00:00, 63
7/31/2017 10:00:00, 52
7/31/2017 11:00:00, 49
7/31/2017 12:00:00, 50
7/31/2017 13:00:00, 56
7/31/2017 14:00:00, 59
7/31/2017 15:00:00, 59
7/31/2017 16:00:00, 58
7/31/2017 17:00:00, 58
7/31/2017 18:00:00, 62
7/31/2017 19:00:00, 61
7/31/2017 20:00:00, 54
7/31/2017 21:00:00, 57
7/31/2017 22:00:00, 61
7/31/2017 23:00:00, 62
8/1/2017 00:00:00, 63
8/1/2017 01:00:00, 63
8/1/2017 02:00:00, 59
8/1/2017 03:00:00, 60
8/1/2017 04:00:00, 61
8/1/2017 05:00:00, 61
8/1/2017 06:00:00, 61
8/1/2017 07:00:00, 63
8/1/2017 08:00:00, 65
8/1/2017 09:00:00, 63
8/1/2017 10:00:00, 60
8/1/2017 11:00:00, 58
8/1/2017 12:00:00, 58
8/1/2017 13:00:00, 58
8/1/2017 14:00:00, 56
8/1/2017 15:00:00, 52
8/1/2017 16:00:00, 50
8/1/2017 17:00:00, 48
8/1/2017 18:00:00, 53
8/1/2017 19:00:00, 56
8/1/2017 20:00:00, 58
8/1/2017 21:00:00, 58
8/1/2017 22:00:00, 61
8/1/2017 23:00:00, 63
8/2/2017 00:00:00, 65
8/2/2017 01:00:00, 64
8/2/2017 02:00:00, 65
8/2/2017 03:00:00, 67
8/2/2017 04:00:00, 68
8/2/2017 05:00:00, 68
8/2/2017 06:00:00, 67
8/2/2017 07:00:00, 67
8/2/2017 08:00:00, 66
8/2/2017 09:00:00, 64
8/2/2017 10:00:00, 57
8/2/2017 11:00:00, 57
8/2/2017 12:00:00, 59
8/2/2017 13:00:00, 57
8/2/2017 14:00:00, 57
8/2/2017 15:00:00, 46
8/2/2017 16:00:00, 52
8/2/2017 17:00:00, 59
8/2/2017 18:00:00, 58
8/2/2017 19:00:00, 78
8/2/2017 20:00:00, 91
8/2/2017 21:00:00, 94
8/2/2017 22:00:00, 95
8/2/2017 23:00:00, 96
8/3/2017 00:00:00, 97
8/3/2017 01:00:00, 97
8/3/2017 02:00:00, 97
8/3/2017 03:00:00, 97
8/3/2017 04:00:00, 96
8/3/2017 05:00:00, 94
8/3/2017 06:00:00, 92
8/3/2017 07:00:00, 94
8/3/2017 08:00:00, 95
8/3/2017 09:00:00, 88
8/3/2017 10:00:00, 75
8/3/2017 11:00:00, 70
8/3/2017 12:00:00, 70
8/3/2017 13:00:00, 76
8/3/2017 14:00:00, 78
8/3/2017 15:00:00, 80
8/3/2017 16:00:00, 85
8/3/2017 17:00:00, 89
8/3/2017 18:00:00, 91
8/3/2017 19:00:00, 93
8/3/2017 20:00:00, 94
8/3/2017 21:00:00, 96
8/3/2017 22:00:00, 96
8/3/2017 23:00:00, 99
8/4/2017 00:00:00, 100
8/4/2017 01:00:00, 100
8/4/2017 02:00:00, 100
8/4/2017 03:00:00, 100
8/4/2017 04:00:00, 100
8/4/2017 05:00:00, 100
8/4/2017 06:00:00, 100
8/4/2017 07:00:00, 100
8/4/2017 08:00:00, 100
8/4/2017 09:00:00, 97
8/4/2017 10:00:00, 89
8/4/2017 11:00:00, 74
8/4/2017 12:00:00, 69
8/4/2017 13:00:00, 64
8/4/2017 14:00:00, 60
8/4/2017 15:00:00, 53
8/4/2017 16:00:00, 50
8/4/2017 17:00:00, 49
8/4/2017 18:00:00, 51
8/4/2017 19:00:00, 51
8/4/2017 20:00:00, 50
8/4/2017 21:00:00, 49
8/4/2017 22:00:00, 48
8/4/2017 23:00:00, 60
8/5/2017 00:00:00, 79
8/5/2017 01:00:00, 91
8/5/2017 02:00:00, 97
8/5/2017 03:00:00, 96
8/5/2017 04:00:00, 96
8/5/2017 05:00:00, 97
8/5/2017 06:00:00, 98
8/5/2017 07:00:00, 99
8/5/2017 08:00:00, 92
8/5/2017 09:00:00, 79
8/5/2017 10:00:00, 68
8/5/2017 11:00:00, 60
8/5/2017 12:00:00, 67
8/5/2017 13:00:00, 60
8/5/2017 14:00:00, 62
8/5/2017 15:00:00, 64
8/5/2017 16:00:00, 60
8/5/2017 17:00:00, 59
8/5/2017 18:00:00, 60
8/5/2017 19:00:00, 70
8/5/2017 20:00:00, 83
8/5/2017 21:00:00, 91
8/5/2017 22:00:00, 99
8/5/2017 23:00:00, 100
8/6/2017 00:00:00, 100
8/6/2017 01:00:00, 100
8/6/2017 02:00:00, 100
8/6/2017 03:00:00, 100
